1,0,2064,40697,55639,2159,40822,56246,29365,62111,10136,30467,64626,65511,10969,13282,65535
2,50,2203,40210,55987,2301,40322,56602,29335,62061,10207,30432,64626,65511,10969,13282,65535
3,100,2349,39720,56329,2450,39820,56953,29305,62010,10278,30398,64626,65511,10969,13282,65535
4,150,2503,39229,56666,2607,39317,57297,29278,61958,10349,30365,64626,65511,10969,13282,65535
5,200,2664,38736,56997,2772,38812,57635,29251,61906,10420,30333,64626,65511,10969,13282,65535
6,250,2833,38242,57322,2944,38305,57967,29226,61852,10490,30302,64626,65511,10969,13282,65535
7,300,3009,37747,57640,3123,37797,58293,29202,61798,10560,30273,64626,65511,10969,13282,65535
8,350,3193,37250,57953,3310,37288,58613,29180,61742,10630,30244,64626,65511,10969,13282,65535
9,400,3384,36752,58259,3505,36778,58926,29159,61686,10699,30217,64626,65511,10969,13282,65535
10,450,3582,36253,58560,3706,36266,59233,29140,61630,10768,30190,64626,65511,10969,13282,65535
11,500,3787,35753,58853,3915,35754,59533,29122,61572,10837,30165,64626,65511,10969,13282,65535
12,550,3999,35253,59141,4131,35241,59826,29105,61513,10905,30142,64626,65511,10969,13282,65535
13,600,4219,34751,59422,4355,34728,60113,29090,61454,10973,30119,64626,65511,10969,13282,65535
14,650,4446,34250,59696,4585,34214,60394,29076,61394,11041,30097,64626,65511,10969,13282,65535
15,700,4679,33748,59963,4823,33699,60667,29064,61333,11108,30077,64626,65511,10969,13282,65535
16,750,4920,33246,60224,5067,33185,60933,29053,61272,11175,30058,64626,65511,10969,13282,65535
17,800,5167,32743,60479,5319,32670,61193,29044,61210,11241,30040,64626,65511,10969,13282,65535
18,850,5421,32241,60726,5577,32155,61445,29036,61147,11307,30023,64626,65511,10969,13282,65535
19,900,5682,31739,60966,5842,31641,61691,29029,61083,11372,30008,64626,65511,10969,13282,65535
20,950,5950,31237,61200,6114,31127,61929,29024,61019,11437,29994,64626,65511,10969,13282,65535
21,1000,6224,30735,61426,6393,30613,62160,29021,60954,11501,29981,64626,65511,10969,13282,65535
22,1050,6505,30234,61646,6678,30099,62384,29019,60889,11565,29969,64626,65511,10969,13282,65535
23,1100,6792,29734,61858,6970,29587,62601,29018,60823,11628,29958,64626,65511,10969,13282,65535
24,1150,7086,29234,62063,7268,29075,62810,29019,60756,11690,29949,64626,65511,10969,13282,65535
25,1200,7386,28735,62261,7573,28564,63012,29021,60689,11752,29940,64626,65511,10969,13282,65535
26,1250,7692,28237,62451,7884,28054,63206,29024,60621,11814,29933,64626,65511,10969,13282,65535
27,1300,8004,27741,62635,8201,27545,63393,29029,60552,11875,29928,64626,65511,10969,13282,65535
28,1350,8323,27245,62811,8525,27038,63572,29036,60483,11935,29923,64626,65511,10969,13282,65535
29,1400,8647,26751,62979,8855,26532,63744,29044,60414,11994,29920,64626,65511,10969,13282,65535
30,1450,8978,26258,63140,9190,26027,63908,29053,60344,12053,29918,64626,65511,10969,13282,65535
31,1500,9314,25767,63294,9532,25524,64064,29064,60273,12111,29917,64626,65511,10969,13282,65535
32,1550,9657,25278,63440,9879,25023,64213,29076,60203,12169,29917,64626,65511,10969,13282,65535
33,1600,10004,24791,63578,10232,24524,64353,29090,60131,12225,29919,64626,65511,10969,13282,65535
34,1650,10358,24305,63709,10591,24027,64487,29105,60059,12281,29922,64626,65511,10969,13282,65535
35,1700,10717,23822,63832,10956,23532,64612,29122,59987,12337,29926,64626,65511,10969,13282,65535
36,1750,11082,23341,63948,11325,23039,64729,29140,59914,12391,29931,64626,65511,10969,13282,65535
37,1800,11451,22862,64056,11701,22549,64839,29159,59841,12445,29938,64626,65511,10969,13282,65535
38,1850,11826,22385,64156,12081,22061,64940,29180,59768,12498,29946,64626,65511,10969,13282,65535
39,1900,12207,21911,64248,12467,21576,65034,29202,59694,12550,29955,64626,65511,10969,13282,65535
40,1950,12592,21440,64333,12858,21094,65119,29226,59620,12602,29965,64626,65511,10969,13282,65535
41,2000,12982,20972,64410,13254,20614,65197,29251,59546,12653,29977,64626,65511,10969,13282,65535
42,2050,13378,20506,64479,13655,20138,65267,29277,59471,12702,29989,64626,65511,10969,13282,65535
43,2100,13778,20044,64540,14061,19664,65328,29305,59396,12751,30003,64626,65511,10969,13282,65535
44,2150,14182,19585,64593,14472,19194,65382,29334,59321,12800,30018,64626,65511,10969,13282,65535
45,2200,14592,19129,64639,14887,18727,65428,29365,59246,12847,30035,64626,65511,10969,13282,65535
46,2250,15005,18676,64677,15306,18264,65465,29397,59170,12893,30052,64626,65511,10969,13282,65535
47,2300,15423,18227,64707,15730,17804,65495,29430,59095,12939,30071,64626,65511,10969,13282,65535
48,2350,15846,17781,64729,16159,17348,65516,29465,59019,12983,30091,64626,65511,10969,13282,65535
49,2400,16272,17339,64743,16592,16896,65529,29501,58942,13027,30112,64626,65511,10969,13282,65535
50,2450,16703,16901,64749,17028,16448,65535,29538,58866,13070,30134,64626,65511,10969,13282,65535
51,2500,17138,16467,64747,17469,16003,65532,29577,58790,13112,30158,64626,65511,10969,13282,65535
52,2550,17576,16037,64738,17914,15563,65521,29617,58713,13153,30182,64626,65511,10969,13282,65535
53,2600,18018,15611,64720,18362,15127,65502,29658,58637,13193,30208,64626,65511,10969,13282,65535
54,2650,18464,15189,64695,18814,14696,65475,29700,58560,13232,30235,64626,65511,10969,13282,65535
55,2700,18914,14771,64661,19270,14269,65439,29744,58483,13270,30263,64626,65511,10969,13282,65535
56,2750,19366,14358,64620,19729,13846,65396,29789,58407,13307,30292,64626,65511,10969,13282,65535
57,2800,19823,13950,64571,20191,13428,65345,29836,58330,13343,30323,64626,65511,10969,13282,65535
58,2850,20282,13546,64515,20657,13015,65285,29883,58253,13378,30354,64626,65511,10969,13282,65535
59,2900,20744,13147,64450,21126,12607,65218,29932,58177,13412,30387,64626,65511,10969,13282,65535
60,2950,21210,12753,64378,21597,12204,65143,29982,58100,13446,30421,64626,65511,10969,13282,65535
61,3000,21678,12363,64297,22072,11805,65059,30033,58024,13478,30456,64626,65511,10969,13282,65535
62,3050,22149,11979,64209,22549,11412,64968,30086,57947,13509,30492,64626,65511,10969,13282,65535
63,3100,22622,11600,64114,23029,11025,64869,30139,57871,13539,30529,64626,65511,10969,13282,65535
64,3150,23098,11226,64010,23512,10642,64762,30194,57795,13568,30567,64626,65511,10969,13282,65535
65,3200,23577,10857,63899,23997,10265,64647,30250,57719,13596,30606,64626,65511,10969,13282,65535
66,3250,24058,10494,63780,24484,9894,64524,30307,57643,13623,30646,64626,65511,10969,13282,65535
67,3300,24541,10136,63654,24973,9528,64393,30366,57567,13649,30688,64626,65511,10969,13282,65535
68,3350,25025,9784,63519,25465,9168,64254,30425,57491,13673,30730,64626,65511,10969,13282,65535
