174,8650,39051,57476,1774,37104,58727,2471,29978,5886,62435,32551,61253,4499,19569,0,0,0
175,8700,38545,57811,1945,36593,59037,2670,30491,5595,62213,32036,61504,4763,24803,0,0,0
176,8750,38038,58140,2124,36082,59342,2878,31005,5311,61984,31521,61747,5034,34815,0,0,0
177,8800,37529,58463,2310,35569,59640,3092,31519,5033,61747,31007,61984,5311,33450,0,0,0
178,8850,37019,58779,2503,35056,59931,3314,32033,4763,61503,30493,62213,5595,26737,0,0,0
179,8900,36508,59089,2705,34542,60215,3544,32548,4499,61253,29980,62436,5886,22385,0,0,0
180,8950,35996,59392,2913,34028,60493,3780,33063,4242,60995,29468,62650,6184,33677,0,0,0
181,9000,35484,59689,3129,33514,60764,4024,33577,3992,60730,28956,62858,6488,34929,0,0,0
182,9050,34971,59979,3352,32999,61028,4274,34092,3750,60458,28445,63058,6799,31629,0,0,0
183,9100,34457,60262,3582,32484,61285,4532,34606,3514,60179,27936,63250,7116,32767,0,0,0
184,9150,33943,60539,3820,31970,61535,4797,35120,3286,59894,27427,63435,7440,20024,0,0,0
185,9200,33428,60809,4065,31455,61778,5068,35633,3065,59602,26920,63613,7769,21389,0,0,0
186,9250,32913,61072,4317,30941,62014,5347,36145,2851,59303,26414,63783,8105,34132,0,0,0
187,9300,32399,61327,4575,30427,62242,5632,36657,2645,58998,25910,63945,8447,37318,0,0,0
188,9350,31884,61576,4841,29914,62463,5924,37167,2446,58686,25408,64100,8795,25485,0,0,0
189,9400,31370,61818,5114,29402,62677,6222,37677,2254,58368,24907,64246,9149,31402,0,0,0
190,9450,30856,62052,5394,28890,62884,6527,38185,2071,58044,24408,64385,9508,38228,0,0,0
191,9500,30342,62280,5680,28380,63083,6839,38692,1894,57713,23911,64517,9874,30036,0,0,0
192,9550,29829,62500,5973,27870,63274,7156,39198,1726,57376,23417,64640,10245,42779,0,0,0
193,9600,29317,62712,6272,27362,63458,7481,39702,1565,57034,22925,64755,10622,38228,0,0,0
194,9650,28805,62918,6578,26855,63635,7811,40204,1411,56685,22435,64863,11004,23665,0,0,0
195,9700,28295,63116,6891,26349,63804,8148,40704,1266,56330,21948,64963,11391,20934,0,0,0
196,9750,27786,63306,7210,25845,63965,8490,41203,1128,55970,21463,65055,11784,23665,0,0,0
197,9800,27278,63489,7535,25343,64119,8839,41699,998,55603,20982,65138,12182,33677,0,0,0
198,9850,26771,63664,7867,24843,64264,9194,42193,876,55231,20503,65214,12585,24575,0,0,0
199,9900,26266,63832,8204,24344,64403,9554,42685,761,54854,20027,65282,12992,40959,0,0,0
200,9950,25762,63992,8548,23848,64533,9920,43174,655,54471,19554,65342,13405,28216,0,0,0
201,10000,25260,64144,8898,23354,64655,10292,43661,556,54083,19085,65393,13823,33677,0,0,0
202,10050,24760,64288,9253,22862,64770,10669,44145,466,53689,18619,65437,14245,30036,0,0,0
203,10100,24262,64425,9615,22373,64876,11052,44626,383,53291,18156,65473,14672,28216,0,0,0
204,10150,23766,64554,9982,21886,64975,11440,45105,309,52887,17698,65500,15103,11832,0,0,0
205,10200,23272,64675,10355,21402,65066,11834,45580,242,52478,17242,65520,15539,19114,0,0,0
206,10250,22781,64788,10733,20920,65149,12232,46052,184,52065,16791,65531,15979,30036,0,0,0
207,10300,22292,64894,11116,20442,65223,12636,46521,133,51646,16344,65535,16423,30036,0,0,0
208,10350,21805,64991,11505,19966,65290,13044,46987,91,51223,15900,65530,16871,28216,0,0,0
209,10400,21321,65080,11900,19494,65349,13458,47449,56,50796,15461,65517,17323,39139,0,0,0
210,10450,20841,65162,12299,19025,65400,13876,47907,30,50364,15026,65496,17779,35498,0,0,0
211,10500,20363,65235,12704,18560,65442,14299,48362,12,49928,14596,65467,18238,19114,0,0,0
212,10550,19888,65301,13113,18098,65477,14726,48812,2,49487,14169,65430,18701,28216,0,0,0
213,10600,19416,65358,13527,17639,65503,15158,49259,0,49042,13748,65385,19168,19114,0,0,0
214,10650,18948,65408,13946,17184,65522,15595,49702,6,48594,13331,65332,19637,13653,0,0,0
215,10700,18483,65449,14370,16734,65532,16035,50140,20,48141,12919,65270,20111,20934,0,0,0
216,10750,18021,65482,14798,16287,65535,16480,50575,42,47685,12512,65201,20587,31857,0,0,0
217,10800,17564,65507,15231,15844,65529,16928,51005,72,47225,12110,65124,21066,33677,0,0,0
218,10850,17109,65525,15668,15405,65515,17381,51430,110,46761,11713,65039,21548,33677,0,0,0
219,10900,16659,65534,16109,14971,65493,17837,51851,157,46294,11321,64945,22033,40959,0,0,0
220,10950,16213,65535,16554,14541,65463,18297,52267,211,45824,10935,64844,22521,26396,0,0,0
221,11000,15771,65527,17003,14115,65425,18761,52678,274,45350,10553,64735,23011,26396,0,0,0
222,11050,15333,65512,17456,13694,65379,19228,53084,344,44874,10178,64618,23503,28216,0,0,0
223,11100,14899,65489,17913,13278,65324,19698,53486,423,44394,9808,64494,23998,22755,0,0,0
224,11150,14470,65458,18374,12867,65262,20172,53882,509,43911,9443,64361,24495,22755,0,0,0
225,11200,14045,65418,18838,12460,65192,20648,54273,603,43426,9085,64221,24994,24575,0,0,0
226,11250,13625,65371,19306,12059,65114,21128,54659,706,42938,8732,64072,25495,31857,0,0,0
227,11300,13210,65315,19777,11663,65028,21611,55039,816,42448,8385,63916,25998,30036,0,0,0
228,11350,12799,65251,20251,11272,64933,22096,55414,934,41955,8044,63753,26502,41869,0,0,0
229,11400,12394,65180,20728,10886,64831,22584,55783,1060,41460,7709,63582,27008,43690,0,0,0
230,11450,11993,65100,21208,10505,64721,23074,56146,1194,40962,7381,63403,27516,21845,0,0,0
231,11500,11598,65013,21691,10130,64603,23567,56504,1336,40463,7058,63216,28024,25485,0,0,0
232,11550,11207,64917,22177,9761,64477,24062,56856,1485,39962,6742,63022,28534,28216,0,0,0
233,11600,10822,64814,22665,9397,64344,24560,57202,1642,39459,6433,62821,29045,22755,0,0,0
234,11650,10443,64702,23156,9039,64202,25059,57542,1807,38954,6130,62612,29557,25485,0,0,0
235,11700,10069,64583,23649,8687,64053,25560,57876,1979,38448,5833,62396,30070,28216,0,0,0
236,11750,9700,64456,24145,8341,63896,26063,58203,2159,37940,5543,62173,30583,26851,0,0,0
237,11800,9338,64321,24643,8001,63732,26568,58525,2347,37431,5260,61942,31097,35043,0,0,0
238,11850,8981,64179,25142,7667,63560,27074,58840,2542,36921,4984,61704,31611,40049,0,0,0
239,11900,8630,64028,25644,7339,63380,27581,59148,2744,36410,4715,61459,32126,27761,0,0,0
240,11950,8285,63870,26147,7018,63193,28090,59450,2954,35898,4452,61207,32640,17294,0,0,0
241,12000,7945,63704,26652,6703,62998,28600,59746,3172,35385,4196,60948,33155,21845,0,0,0
242,12050,7613,63531,27158,6394,62795,29111,60035,3396,34872,3948,60682,33670,26396,0,0,0
243,12100,7286,63350,27666,6092,62586,29623,60317,3628,34358,3706,60409,34184,28899,0,0,0
244,12150,6965,63161,28175,5796,62369,30136,60592,3867,33844,3472,60129,34698,21503,0,0,0
245,12200,6651,62965,28685,5507,62144,30649,60860,4113,33329,3245,59842,35212,25656,0,0,0
246,12250,6344,62761,29196,5225,61913,31163,61122,4367,32814,3025,59549,35725,35348,0,0,0
247,12300,6042,62550,29708,4949,61674,31677,61376,4627,32300,2813,59249,36237,39309,0,0,0
248,12350,5748,62332,30221,4681,61428,32192,61624,4894,31785,2608,58943,36748,34019,0,0,0
249,12400,5460,62107,30735,4419,61175,32707,61864,5168,31271,2411,58630,37259,19569,0,0,0
250,12450,5179,61874,31249,4164,60915,33221,62097,5449,30757,2220,58311,37768,22300,0,0,0
251,12500,4905,61634,31763,3917,60648,33736,62323,5736,30243,2038,57985,38276,35270,0,0,0
252,12550,4637,61387,32278,3676,60374,34250,62542,6031,29730,1863,57653,38783,40504,0,0,0
253,12600,4377,61132,32792,3443,60093,34764,62753,6332,29218,1696,57315,39288,27761,0,0,0
254,12650,4123,60871,33307,3217,59806,35278,62957,6639,28707,1536,56972,39792,20024,0,0,0
255,12700,3877,60603,33821,2998,59512,35791,63153,6953,28197,1384,56622,40294,32312,0,0,0
256,12750,3637,60328,34336,2787,59211,36303,63342,7273,27688,1240,56266,40794,40049,0,0,0
257,12800,3405,60046,34850,2583,58904,36814,63524,7600,27180,1103,55904,41292,32767,0,0,0
258,12850,3180,59758,35363,2386,58590,37324,63697,7932,26673,975,55537,41788,22755,0,0,0
259,12900,2963,59463,35876,2197,58270,37833,63863,8271,26168,854,55164,42281,18204,0,0,0
260,12950,2753,59161,36388,2015,57944,38341,64022,8616,25665,741,54786,42773,26396,0,0,0
261,13000,2550,58853,36899,1841,57611,38848,64173,8967,25163,636,54402,43261,32767,0,0,0
262,13050,2354,58538,37409,1675,57273,39353,64316,9323,24664,539,54013,43748,27306,0,0,0
263,13100,2167,58217,37918,1516,56928,39856,64451,9686,24166,450,53618,44231,20024,0,0,0
264,13150,1986,57889,38426,1365,56577,40358,64578,10054,23670,369,53219,44712,22755,0,0,0
265,13200,1814,57556,38932,1222,56221,40857,64698,10428,23177,296,52814,45190,44600,0,0,0
266,13250,1649,57216,39437,1087,55859,41355,64810,10807,22686,231,52404,45665,46420,0,0,0
267,13300,1491,56870,39940,959,55491,41851,64913,11192,22198,173,51990,46136,30036,0,0,0
268,13350,1341,56519,40441,839,55117,42344,65009,11582,21712,124,51571,46605,17294,0,0,0
269,13400,1200,56161,40940,727,54738,42835,65097,11977,21229,83,51147,47069,11832,0,0,0
270,13450,1065,55798,41438,623,54353,43324,65177,12377,20748,50,50719,47531,24575,0,0,0
271,13500,939,55429,41933,527,53963,43810,65249,12783,20271,26,50286,47988,33677,0,0,0
272,13550,821,55054,42426,439,53568,44293,65313,13193,19797,9,49849,48442,20934,0,0,0
273,13600,710,54674,42917,359,53168,44773,65369,13608,19326,0,49408,48892,11832,0,0,0
274,13650,607,54289,43405,287,52763,45251,65416,14028,18858,0,48962,49338,33677,0,0,0
275,13700,513,53898,43890,223,52352,45725,65456,14453,18393,7,48513,49780,44600,0,0,0
276,13750,426,53502,44373,167,51937,46196,65488,14882,17933,23,48060,50218,26396,0,0,0
277,13800,347,53101,44853,119,51518,46664,65512,15315,17476,46,47603,50652,15473,0,0,0
278,13850,276,52695,45330,79,51093,47128,65527,15753,17022,78,47142,51081,19114,0,0,0
279,13900,213,52284,45804,47,50664,47589,65535,16195,16573,118,46678,51505,20934,0,0,0
280,13950,159,51868,46274,23,50231,48047,65534,16641,16127,165,46210,51925,39139,0,0,0
281,14000,112,51448,46742,7,49793,48500,65525,17091,15686,221,45739,52341,40959,0,0,0
282,14050,73,51022,47205,0,49351,48949,65508,17544,15249,285,45265,52751,24575,0,0,0
283,14100,43,50593,47666,0,48905,49395,65484,18002,14816,357,44788,53156,31857,0,0,0
284,14150,20,50159,48122,8,48456,49836,65451,18463,14388,437,44308,53557,42779,0,0,0
285,14200,6,49720,48575,25,48002,50274,65410,18928,13964,525,43825,53952,37318,0,0,0
286,14250,0,49278,49024,50,47544,50707,65361,19396,13545,621,43339,54342,28216,0,0,0
