         1,         0, 32770, 32440, 32522, 26115, 33624, 35302, 32768, 32767, 32768, 28090, 37964, 36738
         2,        50, 32770, 32440, 32522, 26115, 33624, 35302, 32768, 32767, 32768, 28090, 37964, 36738
         3,       100, 32770, 32422, 32541, 26115, 33624, 35302, 32768, 32739, 32795, 28090, 37964, 36739
         4,       150, 32771, 32383, 32582, 26115, 33624, 35302, 32770, 32709, 32824, 28090, 37964, 36739
         5,       200, 32774, 32362, 32603, 26115, 33625, 35301, 32772, 32680, 32850, 28090, 37963, 36739
         6,       250, 32778, 32343, 32620, 26115, 33625, 35300, 32776, 32650, 32877, 28090, 37963, 36740
         7,       300, 32782, 32306, 32656, 26115, 33626, 35299, 32781, 32620, 32902, 28090, 37962, 36741
         8,       350, 32788, 32280, 32679, 26115, 33627, 35299, 32786, 32588, 32928, 28091, 37961, 36741
         9,       400, 32794, 32259, 32695, 26115, 33628, 35297, 32793, 32558, 32951, 28091, 37959, 36742
        10,       450, 32802, 32227, 32723, 26115, 33630, 35296, 32801, 32525, 32977, 28091, 37958, 36744
        11,       500, 32810, 32194, 32751, 26115, 33631, 35294, 32809, 32494, 32999, 28091, 37956, 36745
        12,       550, 32820, 32174, 32764, 26115, 33633, 35292, 32819, 32461, 33022, 28091, 37954, 36746
        13,       600, 32830, 32145, 32785, 26115, 33635, 35290, 32830, 32429, 33043, 28091, 37952, 36748
        14,       650, 32842, 32105, 32817, 26115, 33637, 35288, 32841, 32395, 33066, 28091, 37950, 36750
        15,       700, 32855, 32087, 32825, 26115, 33640, 35286, 32854, 32364, 33085, 28091, 37948, 36751
        16,       750, 32868, 32058, 32844, 26115, 33643, 35284, 32868, 32329, 33105, 28092, 37945, 36753
        17,       800, 32883, 32017, 32874, 26114, 33645, 35281, 32882, 32296, 33124, 28092, 37942, 36755
        18,       850, 32898, 31996, 32882, 26114, 33648, 35279, 32898, 32262, 33142, 28092, 37939, 36757
        19,       900, 32915, 31970, 32895, 26114, 33652, 35276, 32915, 32229, 33158, 28093, 37935, 36760
        20,       950, 32932, 31928, 32924, 26114, 33655, 35273, 32932, 32194, 33176, 28093, 37932, 36762
        21,      1000, 32950, 31905, 32931, 26113, 33659, 35270, 32951, 32161, 33191, 28094, 37929, 36764
        22,      1050, 32969, 31879, 32940, 26113, 33662, 35267, 32970, 32126, 33206, 28094, 37925, 36767
        23,      1100, 32990, 31839, 32965, 26113, 33667, 35264, 32990, 32092, 33219, 28095, 37921, 36769
        24,      1150, 33011, 31812, 32973, 26112, 33671, 35261, 33012, 32057, 33233, 28095, 37917, 36772
        25,      1200, 33033, 31787, 32980, 26112, 33675, 35257, 33034, 32024, 33244, 28096, 37912, 36774
        26,      1250, 33056, 31752, 32995, 26112, 33680, 35254, 33057, 31989, 33256, 28097, 37907, 36777
        27,      1300, 33079, 31717, 33011, 26111, 33685, 35251, 33081, 31955, 33266, 28097, 37903, 36780
        28,      1350, 33104, 31697, 33009, 26111, 33690, 35247, 33106, 31921, 33275, 28098, 37898, 36782
        29,      1400, 33129, 31663, 33021, 26110, 33695, 35243, 33132, 31888, 33283, 28099, 37892, 36785
        30,      1450, 33156, 31625, 33037, 26109, 33700, 35240, 33158, 31853, 33292, 28100, 37887, 36788
        31,      1500, 33183, 31606, 33031, 26109, 33706, 35236, 33186, 31820, 33297, 28101, 37882, 36790
        32,      1550, 33211, 31574, 33039, 26108, 33712, 35232, 33214, 31786, 33303, 28102, 37876, 36794
        33,      1600, 33240, 31535, 33053, 26107, 33718, 35229, 33243, 31752, 33308, 28103, 37870, 36796
        34,      1650, 33269, 31516, 33046, 26107, 33724, 35225, 33273, 31719, 33310, 28104, 37864, 36799
        35,      1700, 33300, 31487, 33048, 26106, 33731, 35221, 33303, 31686, 33313, 28106, 37858, 36802
        36,      1750, 33331, 31448, 33061, 26105, 33737, 35217, 33335, 31653, 33314, 28107, 37852, 36804
        37,      1800, 33363, 31428, 33051, 26104, 33744, 35214, 33367, 31621, 33315, 28108, 37846, 36807
        38,      1850, 33395, 31400, 33050, 26103, 33751, 35210, 33399, 31589, 33313, 28110, 37839, 36810
        39,      1900, 33429, 31365, 33056, 26102, 33758, 35206, 33433, 31557, 33313, 28111, 37832, 36813
        40,      1950, 33463, 31339, 33051, 26101, 33765, 35203, 33467, 31526, 33309, 28113, 37825, 36815
        41,      2000, 33497, 31317, 33041, 26100, 33773, 35199, 33502, 31495, 33305, 28115, 37818, 36818
        42,      2050, 33533, 31284, 33043, 26098, 33780, 35195, 33538, 31464, 33300, 28117, 37811, 36820
        43,      2100, 33569, 31254, 33040, 26097, 33788, 35192, 33574, 31433, 33295, 28119, 37804, 36823
        44,      2150, 33605, 31237, 33023, 26096, 33796, 35189, 33611, 31405, 33287, 28120, 37796, 36825
        45,      2200, 33642, 31205, 33022, 26095, 33804, 35185, 33648, 31374, 33280, 28123, 37789, 36828
        46,      2250, 33680, 31175, 33018, 26093, 33813, 35182, 33686, 31346, 33270, 28125, 37781, 36830
        47,      2300, 33719, 31160, 32997, 26092, 33821, 35179, 33725, 31317, 33260, 28127, 37773, 36832
        48,      2350, 33758, 31131, 32990, 26090, 33830, 35175, 33764, 31291, 33248, 28129, 37765, 36834
        49,      2400, 33797, 31099, 32986, 26089, 33838, 35172, 33804, 31262, 33237, 28132, 37757, 36836
        50,      2450, 33837, 31087, 32961, 26087, 33847, 35170, 33844, 31237, 33221, 28134, 37749, 36838
        51,      2500, 33878, 31060, 32951, 26085, 33856, 35167, 33885, 31210, 33208, 28137, 37741, 36840
        52,      2550, 33919, 31030, 32943, 26083, 33865, 35164, 33926, 31185, 33191, 28139, 37733, 36841
        53,      2600, 33960, 31016, 32918, 26082, 33875, 35162, 33967, 31160, 33175, 28142, 37724, 36843
        54,      2650, 34002, 30994, 32901, 26080, 33884, 35159, 34009, 31137, 33156, 28145, 37716, 36844
        55,      2700, 34044, 30968, 32889, 26078, 33894, 35157, 34052, 31112, 33138, 28148, 37707, 36846
        56,      2750, 34087, 30951, 32866, 26076, 33903, 35155, 34095, 31091, 33117, 28151, 37699, 36847
        57,      2800, 34130, 30935, 32841, 26074, 33913, 35153, 34138, 31068, 33096, 28154, 37690, 36848
        58,      2850, 34173, 30910, 32826, 26071, 33923, 35151, 34181, 31048, 33073, 28157, 37681, 36849
        59,      2900, 34217, 30891, 32805, 26069, 33932, 35150, 34225, 31027, 33051, 28160, 37672, 36849
        60,      2950, 34261, 30882, 32771, 26067, 33942, 35148, 34269, 31008, 33025, 28163, 37664, 36850
        61,      3000, 34305, 30857, 32755, 26065, 33952, 35147, 34313, 30989, 33000, 28167, 37654, 36851
        62,      3050, 34349, 30839, 32731, 26062, 33962, 35146, 34358, 30971, 32973, 28170, 37646, 36851
        63,      3100, 34394, 30834, 32694, 26060, 33973, 35145, 34403, 30955, 32945, 28174, 37637, 36851
        64,      3150, 34439, 30812, 32674, 26057, 33983, 35144, 34448, 30938, 32917, 28177, 37628, 36851
        65,      3200, 34484, 30795, 32648, 26055, 33993, 35144, 34493, 30923, 32887, 28181, 37619, 36850
        66,      3250, 34529, 30792, 32608, 26052, 34004, 35144, 34538, 30909, 32856, 28185, 37610, 36850
        67,      3300, 34574, 30775, 32582, 26049, 34014, 35144, 34583, 30896, 32824, 28189, 37601, 36849
        68,      3350, 34620, 30759, 32555, 26046, 34024, 35144, 34629, 30883, 32791, 28193, 37592, 36848
        69,      3400, 34665, 30756, 32514, 26043, 34035, 35145, 34674, 30872, 32756, 28197, 37583, 36847
        70,      3450, 34711, 30744, 32482, 26041, 34045, 35146, 34720, 30861, 32721, 28201, 37574, 36846
        71,      3500, 34756, 30732, 32452, 26038, 34056, 35147, 34765, 30852, 32685, 28206, 37565, 36845
        72,      3550, 34802, 30727, 32413, 26034, 34066, 35148, 34811, 30843, 32648, 28210, 37556, 36843
        73,      3600, 34847, 30724, 32371, 26031, 34077, 35150, 34856, 30837, 32609, 28214, 37547, 36841
        74,      3650, 34893, 30710, 32342, 26028, 34088, 35152, 34902, 30829, 32571, 28219, 37538, 36839
        75,      3700, 34938, 30708, 32300, 26025, 34098, 35154, 34947, 30825, 32530, 28223, 37529, 36837
        76,      3750, 34983, 30710, 32253, 26022, 34109, 35157, 34993, 30820, 32490, 28228, 37520, 36834
        77,      3800, 35028, 30698, 32222, 26018, 34119, 35159, 35038, 30818, 32447, 28233, 37512, 36831
        78,      3850, 35074, 30697, 32179, 26015, 34129, 35163, 35083, 30815, 32405, 28238, 37503, 36828
        79,      3900, 35118, 30704, 32128, 26011, 34140, 35166, 35127, 30815, 32359, 28243, 37495, 36825
        80,      3950, 35163, 30696, 32093, 26008, 34150, 35170, 35172, 30814, 32316, 28247, 37486, 36822
        81,      4000, 35207, 30696, 32050, 26004, 34161, 35174, 35216, 30817, 32269, 28253, 37478, 36818
        82,      4050, 35252, 30707, 31994, 26000, 34171, 35178, 35260, 30818, 32223, 28258, 37469, 36814
        83,      4100, 35295, 30702, 31957, 25997, 34181, 35183, 35304, 30823, 32175, 28263, 37461, 36810
        84,      4150, 35339, 30706, 31910, 25993, 34191, 35188, 35348, 30827, 32128, 28268, 37453, 36805
