       150,      7450, 35918, 34269, 28012, 29199, 36918, 34925, 36275, 33920, 28125, 30367, 33531, 39898
       151,      7500, 35881, 34348, 27969, 29194, 36976, 34917, 36245, 34001, 28073, 30374, 33513, 39887
       152,      7550, 35843, 34434, 27921, 29188, 37034, 34909, 36213, 34085, 28021, 30382, 33495, 39874
       153,      7600, 35803, 34514, 27880, 29183, 37093, 34903, 36181, 34168, 27971, 30389, 33477, 39860
       154,      7650, 35761, 34597, 27837, 29178, 37151, 34896, 36146, 34251, 27922, 30397, 33460, 39845
       155,      7700, 35718, 34683, 27793, 29172, 37209, 34891, 36110, 34338, 27872, 30405, 33442, 39830
       156,      7750, 35673, 34764, 27756, 29167, 37268, 34886, 36072, 34421, 27826, 30413, 33425, 39813
       157,      7800, 35627, 34852, 27714, 29161, 37326, 34882, 36033, 34509, 27778, 30420, 33408, 39795
       158,      7850, 35579, 34935, 27677, 29155, 37384, 34879, 35992, 34594, 27733, 30428, 33391, 39776
       159,      7900, 35530, 35019, 27641, 29149, 37442, 34876, 35949, 34682, 27689, 30436, 33375, 39755
       160,      7950, 35478, 35107, 27603, 29143, 37500, 34873, 35905, 34769, 27645, 30445, 33358, 39734
       161,      8000, 35426, 35191, 27570, 29137, 37558, 34872, 35859, 34857, 27603, 30453, 33342, 39712
       162,      8050, 35372, 35278, 27537, 29130, 37616, 34871, 35812, 34945, 27562, 30461, 33327, 39688
       163,      8100, 35316, 35366, 27503, 29124, 37674, 34871, 35763, 35035, 27522, 30469, 33311, 39663
       164,      8150, 35259, 35449, 27476, 29117, 37731, 34872, 35713, 35123, 27484, 30478, 33296, 39637
       165,      8200, 35201, 35539, 27443, 29111, 37788, 34873, 35661, 35213, 27446, 30486, 33281, 39610
       166,      8250, 35140, 35625, 27417, 29104, 37845, 34875, 35607, 35302, 27410, 30495, 33266, 39583
       167,      8300, 35079, 35710, 27391, 29097, 37902, 34878, 35552, 35392, 27375, 30503, 33251, 39553
       168,      8350, 35016, 35801, 27363, 29090, 37958, 34881, 35495, 35483, 27341, 30512, 33237, 39523
       169,      8400, 34951, 35884, 27343, 29083, 38014, 34886, 35437, 35573, 27310, 30521, 33223, 39491
       170,      8450, 34885, 35975, 27318, 29076, 38070, 34891, 35377, 35664, 27279, 30529, 33210, 39458
       171,      8500, 34817, 36061, 27298, 29068, 38126, 34897, 35315, 35756, 27249, 30538, 33197, 39425
       172,      8550, 34748, 36147, 27280, 29061, 38181, 34903, 35252, 35845, 27222, 30547, 33184, 39390
       173,      8600, 34678, 36236, 27260, 29054, 38235, 34911, 35188, 35938, 27194, 30556, 33171, 39353
       174,      8650, 34606, 36322, 27245, 29046, 38289, 34919, 35122, 36028, 27170, 30565, 33159, 39316
       175,      8700, 34532, 36408, 27231, 29038, 38343, 34928, 35054, 36119, 27146, 30574, 33147, 39278
       176,      8750, 34458, 36497, 27216, 29031, 38396, 34937, 34985, 36211, 27124, 30583, 33136, 39238
       177,      8800, 34382, 36581, 27207, 29023, 38449, 34948, 34915, 36301, 27104, 30592, 33125, 39197
       178,      8850, 34304, 36669, 27195, 29015, 38501, 34959, 34842, 36394, 27084, 30601, 33114, 39155
       179,      8900, 34225, 36755, 27187, 29007, 38553, 34972, 34769, 36484, 27067, 30610, 33104, 39112
       180,      8950, 34145, 36839, 27182, 28999, 38604, 34985, 34694, 36575, 27051, 30620, 33094, 39068
       181,      9000, 34063, 36928, 27174, 28991, 38654, 34999, 34617, 36666, 27036, 30629, 33084, 39022
       182,      9050, 33980, 37009, 27174, 28982, 38704, 35013, 34540, 36756, 27024, 30638, 33075, 38976
       183,      9100, 33896, 37096, 27170, 28974, 38754, 35029, 34460, 36846, 27013, 30647, 33067, 38928
       184,      9150, 33810, 37181, 27170, 28966, 38802, 35045, 34380, 36937, 27003, 30656, 33058, 38879
       185,      9200, 33724, 37263, 27174, 28957, 38850, 35063, 34298, 37026, 26997, 30666, 33051, 38829
       186,      9250, 33635, 37349, 27175, 28949, 38897, 35081, 34214, 37117, 26989, 30675, 33043, 38778
       187,      9300, 33546, 37430, 27182, 28940, 38943, 35100, 34129, 37205, 26986, 30684, 33036, 38726
       188,      9350, 33456, 37512, 27189, 28931, 38989, 35119, 34043, 37294, 26983, 30694, 33030, 38672
       189,      9400, 33364, 37596, 27197, 28923, 39033, 35140, 33956, 37382, 26982, 30703, 33024, 38618
       190,      9450, 33271, 37674, 27209, 28914, 39077, 35162, 33867, 37470, 26983, 30712, 33019, 38563
       191,      9500, 33177, 37756, 27221, 28905, 39120, 35184, 33777, 37557, 26986, 30721, 33014, 38506
       192,      9550, 33082, 37837, 27234, 28896, 39162, 35208, 33685, 37644, 26990, 30731, 33009, 38448
       193,      9600, 32986, 37913, 27253, 28887, 39204, 35232, 33593, 37729, 26998, 30740, 33005, 38389
       194,      9650, 32888, 37995, 27268, 28878, 39244, 35257, 33499, 37817, 27004, 30749, 33001, 38329
       195,      9700, 32790, 38070, 27290, 28869, 39283, 35283, 33404, 37900, 27016, 30759, 32998, 38268
       196,      9750, 32691, 38147, 27311, 28860, 39322, 35309, 33308, 37985, 27026, 30768, 32996, 38206
       197,      9800, 32590, 38225, 27333, 28850, 39359, 35337, 33211, 38069, 27041, 30777, 32994, 38143
       198,      9850, 32489, 38297, 27361, 28841, 39395, 35366, 33112, 38152, 27056, 30786, 32993, 38078
       199,      9900, 32386, 38373, 27386, 28832, 39431, 35395, 33013, 38234, 27074, 30795, 32992, 38013
       200,      9950, 32283, 38446, 27417, 28822, 39465, 35426, 32912, 38315, 27092, 30804, 32991, 37947
       201,     10000, 32179, 38517, 27449, 28813, 39498, 35457, 32810, 38395, 27115, 30813, 32991, 37879
       202,     10050, 32074, 38590, 27479, 28804, 39530, 35489, 32707, 38476, 27137, 30823, 32992, 37811
       203,     10100, 31968, 38658, 27517, 28794, 39561, 35522, 32604, 38554, 27163, 30832, 32993, 37742
       204,     10150, 31861, 38728, 27552, 28785, 39591, 35556, 32499, 38632, 27189, 30840, 32995, 37671
       205,     10200, 31753, 38797, 27590, 28775, 39620, 35590, 32393, 38709, 27218, 30849, 32997, 37600
       206,     10250, 31645, 38862, 27633, 28766, 39647, 35626, 32286, 38783, 27250, 30858, 33000, 37527
       207,     10300, 31536, 38929, 27674, 28756, 39673, 35662, 32179, 38860, 27281, 30867, 33004, 37454
       208,     10350, 31426, 38993, 27719, 28747, 39698, 35700, 32070, 38932, 27317, 30876, 33008, 37380
       209,     10400, 31316, 39055, 27766, 28737, 39722, 35738, 31961, 39006, 27353, 30884, 33013, 37305
       210,     10450, 31205, 39119, 27812, 28727, 39744, 35777, 31851, 39077, 27392, 30893, 33018, 37229
       211,     10500, 31093, 39177, 27865, 28718, 39765, 35817, 31740, 39148, 27432, 30902, 33024, 37152
       212,     10550, 30981, 39238, 27916, 28708, 39785, 35857, 31628, 39216, 27476, 30910, 33030, 37074
       213,     10600, 30868, 39297, 27970, 28699, 39803, 35899, 31516, 39285, 27519, 30918, 33037, 36996
       214,     10650, 30754, 39351, 28028, 28689, 39820, 35941, 31403, 39350, 27567, 30927, 33045, 36916
       215,     10700, 30640, 39410, 28083, 28679, 39836, 35985, 31289, 39417, 27614, 30935, 33053, 36836
       216,     10750, 30526, 39460, 28146, 28670, 39850, 36029, 31174, 39480, 27665, 30943, 33062, 36755
       217,     10800, 30411, 39514, 28206, 28660, 39863, 36074, 31059, 39543, 27717, 30951, 33072, 36673
       218,     10850, 30296, 39565, 28269, 28651, 39874, 36120, 30944, 39604, 27771, 30959, 33082, 36591
       219,     10900, 30181, 39613, 28336, 28641, 39884, 36166, 30828, 39664, 27828, 30967, 33093, 36507
       220,     10950, 30065, 39662, 28403, 28632, 39893, 36213, 30711, 39722, 27886, 30975, 33104, 36423
       221,     11000, 29949, 39708, 28472, 28622, 39899, 36262, 30594, 39779, 27946, 30982, 33116, 36338
       222,     11050, 29832, 39751, 28545, 28613, 39905, 36311, 30476, 39834, 28009, 30990, 33129, 36253
       223,     11100, 29716, 39796, 28616, 28603, 39909, 36360, 30358, 39889, 28072, 30997, 33142, 36166
       224,     11150, 29599, 39836, 28692, 28594, 39911, 36411, 30240, 39940, 28139, 31005, 33156, 36080
       225,     11200, 29482, 39875, 28769, 28584, 39912, 36462, 30121, 39991, 28207, 31012, 33170, 35992
       226,     11250, 29365, 39915, 28846, 28575, 39911, 36514, 30002, 40041, 28276, 31019, 33185, 35904
       227,     11300, 29248, 39948, 28930, 28566, 39908, 36567, 29883, 40087, 28349, 31026, 33201, 35815
       228,     11350, 29131, 39986, 29009, 28557, 39904, 36620, 29763, 40134, 28422, 31033, 33217, 35726
       229,     11400, 29014, 40016, 29096, 28547, 39899, 36675, 29643, 40177, 28499, 31040, 33234, 35636
       230,     11450, 28896, 40047, 29181, 28538, 39891, 36730, 29523, 40220, 28576, 31046, 33252, 35546
       231,     11500, 28779, 40077, 29268, 28529, 39882, 36785, 29403, 40260, 28655, 31053, 33271, 35455
       232,     11550, 28663, 40102, 29359, 28520, 39872, 36842, 29283, 40299, 28736, 31059, 33289, 35364
       233,     11600, 28546, 40129, 29449, 28511, 39859, 36899, 29163, 40336, 28820, 31065, 33309, 35272
       234,     11650, 28429, 40151, 29542, 28502, 39845, 36957, 29043, 40372, 28904, 31071, 33329, 35180
       235,     11700, 28313, 40172, 29638, 28493, 39830, 37015, 28923, 40403, 28993, 31077, 33350, 35087
       236,     11750, 28197, 40193, 29733, 28485, 39812, 37074, 28803, 40436, 29080, 31083, 33372, 34994
       237,     11800, 28081, 40209, 29832, 28476, 39793, 37134, 28683, 40464, 29172, 31088, 33394, 34901
       238,     11850, 27965, 40224, 29933, 28467, 39772, 37195, 28563, 40493, 29263, 31094, 33417, 34807
       239,     11900, 27850, 40239, 30032, 28459, 39749, 37256, 28443, 40518, 29358, 31099, 33440, 34713
       240,     11950, 27736, 40248, 30138, 28450, 39725, 37317, 28323, 40541, 29454, 31104, 33464, 34618
       241,     12000, 27621, 40260, 30240, 28442, 39699, 37379, 28204, 40563, 29551, 31109, 33489, 34524
       242,     12050, 27508, 40266, 30348, 28434, 39671, 37442, 28085, 40583, 29651, 31114, 33514, 34429
       243,     12100, 27395, 40270, 30456, 28426, 39641, 37506, 27967, 40600, 29752, 31118, 33540, 34334
       244,     12150, 27282, 40276, 30564, 28418, 39610, 37569, 27848, 40616, 29854, 31122, 33567, 34239
       245,     12200, 27170, 40274, 30677, 28410, 39576, 37634, 27731, 40629, 29959, 31127, 33594, 34143
       246,     12250, 27059, 40275, 30788, 28402, 39541, 37699, 27613, 40640, 30065, 31131, 33622, 34048
       247,     12300, 26948, 40271, 30902, 28394, 39504, 37764, 27496, 40649, 30173, 31135, 33650, 33952
       248,     12350, 26838, 40265, 31019, 28387, 39465, 37830, 27380, 40656, 30283, 31138, 33679, 33857
       249,     12400, 26729, 40259, 31134, 28379, 39425, 37897, 27264, 40661, 30393, 31142, 33709, 33761
       250,     12450, 26620, 40248, 31254, 28372, 39382, 37964, 27149, 40663, 30506, 31145, 33739, 33665
       251,     12500, 26513, 40235, 31374, 28364, 39338, 38031, 27034, 40664, 30620, 31148, 33770, 33569
       252,     12550, 26406, 40223, 31493, 28357, 39292, 38099, 26920, 40662, 30735, 31151, 33802, 33474
       253,     12600, 26301, 40204, 31617, 28350, 39244, 38167, 26807, 40658, 30853, 31154, 33834, 33378
       254,     12650, 26196, 40187, 31740, 28344, 39194, 38236, 26695, 40652, 30971, 31156, 33867, 33282
